Id,product_id,rating,review_title,review_text,timestamp,date,year,month,text_length,sentiment_label,ai_sentiment,ai_confidence,sentiment_score
84864,B000JWU3KG,4,Great with Crepes,I agree that this jelly is delicious. I serve it spread on cornmeal crepes filled with goat cheese. Everyone always loves them,1196553600,2007-12-02,2007,12,126,Positive,Positive,0.9988,0.9988
32923,B001P05K8Q,5,"Buffy loves 'em, no sugar, last awhile","These are supposed to help with dental health - I'm not sure about that, but they don't have added corn syrup or sugar, and they take a few minutes to chow down. Buffy, Princess of Goldens, loves these and takes each daily treat out to the front yard to roll on before consuming - high praise from her. My vet recommended them over the usual grain, fat, and corn syrup based treats. This is one of the few treats I'm comfortable with giving daily, it's not doggie junk food.",1205020800,2008-03-09,2008,3,474,Positive,Positive,0.9991,0.9991
284534,B001P3NU44,5,Better than brushing their teeth !,The Vet originally sold these at 2 times the price; said it was the best product they'd found for brushing teeth (without the hand in their mouth part) My dogs receive 1 each day after their walk and love them !,1250467200,2009-08-17,2009,8,211,Positive,Positive,0.9995,0.9995
367679,B003B3OOPA,5,Wonderful!,"Bought this organic coconut oil as a nutritional supplement..for myself...and for 2 baby squirrels I am raising (according to a squirrel rehab expert, coconut oil is great for baby squirrels because of the many similarities between the fats in coconut oil and the fats in mother squirrel milk.) Anyway, both myself and the squirrels love it! It tastes great just on its own...I'm looking forward to trying it as a spread on whole wheat bread. I recommend this product very highly...it's delicious!",1348617600,2012-09-26,2012,9,497,Positive,Positive,0.9998,0.9998
262624,B003UGZOC0,1,Not good quality,"My dog hates this food, and through some research I have found that Science Diet is not very good quality. I have instead switched over to Orijen, a little more expensive but worth it for a healthier and happier dog.",1347753600,2012-09-16,2012,9,216,Negative,Negative,0.9254,-0.9254
80584,B003YM283S,5,Glaceau vitamin water zero,"Since I was diagnosed with type II diabetes, This is the only drink I drink. It taste great and has enough sweetness to it to be very satisfying.",1308960000,2011-06-25,2011,6,145,Positive,Positive,0.9998,0.9998
14335,B001CWV4PA,4,Good basic cracker,"If you want a good plain cracker that won't compete with your topping of choice, this is a good option. Not a lot of flavor, but sometimes that's a good thing :-)",1330560000,2012-03-01,2012,3,162,Positive,Positive,0.9977,0.9977
447005,B004TEXBCC,5,Yummy ACTUAL chunks of tuna -- NOT MUSH,Polar brand tuna is my favorite. The quality can't be beat. Firm chunks of actual tuna with no fillers and not a lot of water weight. Check out my pictures! I decided to prove to all once and for all that Polar Tuna is well worth it. yum!,1343779200,2012-08-01,2012,8,238,Positive,Positive,0.9997,0.9997
475939,B000E1FY7Y,4,Amazing product... not a good deal...,"$150.00 for 6 cans? This is not saving me any money. That come out to be $25.00 a can. I can get this formula at BabiesRUs for somewhere around $20.00 a can. I love the formula, it has been great for my son, but of course I'm going to buy it where it is cheapest.",1191456000,2007-10-04,2007,10,263,Positive,Negative,0.9932,-0.9932
435006,B000ILK9UM,5,Kernel Season's,Could not believe that I was able to find this on Amazon. This is my favorite when I go to the movies. The price was better than I ever expected. Way to go Amazon.,1247184000,2009-07-10,2009,7,163,Positive,Positive,0.9934,0.9934
106942,B001CHFSUW,5,Great flavor,Gloria Jean's Coffees are G O O O O O D!!!!!! Can't go wrong with this product. I love the K-Cup brewing systems. Quick and easy just the way I like it!,1246752000,2009-07-05,2009,7,152,Positive,Positive,0.9998,0.9998
16882,B001LGGH40,5,Most Excellent and Healthy Carbonated Juice!,"As a juice freak, I sample just about all of them. Any different fruit and taste is top for me. So I gave this a try, and it is among the best. So, next time you want a refreshing, tasty , and healthy drink, scoop up some SWITCH!",1235606400,2009-02-26,2009,2,229,Positive,Positive,0.9998,0.9998
438661,B005HGAV8I,4,not what we expected :),"we were sketchy about ordering this sampler pack, because of pervious reviews. but this is not what we expected.....this has a wonderful variety of coffee choices and they are all great....would highly recommend this to anyone",1334534400,2012-04-16,2012,4,226,Positive,Positive,0.9997,0.9997
55597,B004CYLW7A,4,Sugary Nut Crunch!,"Is this the rich man's Peanut Butter Cap'n Crunch? Or the poor man's Honey Nut Cheerios? It tastes like the former, but looks like the latter. My wife and I dug into this one evening and, 24 hours later, have demolished it. It's not very ""peanut-y,"" except for the artificial peanut flavor (despite, strangely, the flecks of peanut glued onto each ""o""). If you're looking for sugar and aren't discriminatory in your brand names, it should satisfy your craving. Om nom nom!",1296086400,2011-01-27,2011,1,472,Positive,Negative,0.9991,-0.9991
263707,B008ADQONG,5,OMGOODNESS!,"When I received my package in the mail it came in a white envelope clearly labeled Red Leaf Tea! I was surprised at how quickly my tea arrived! The matcha itself came in a shiny golden envelope with lovely labeling and the type of matcha I ordered printed on a smaller label stuck on it.<br /><br />When I opened the bag containing my tea the smell was intoxicating! Vanilla, Cream, Butter. Those were the aromas that struck me.<br /><br />It is a pleasing flavor if you like rich, and creamy with a full lingering after taste!<br /><br />It tastes exactly like what you get in the middle of a doughnut! Oh yes...its good! :)<br /><br />This is on the top of my list of favorites from Red Leaf Tea but I dare you to make a list of only 5 or even 10 as they are all so very good!<br /><br />They taste exactly like what they say they will!<br /><br />Impressed as always!",1348617600,2012-09-26,2012,9,870,Positive,Positive,0.9996,0.9996
526934,B002TIU7XG,5,Good taste for evening cup,"The flavor is good but I would only drink a cup in the evenings, just didn't care for it as a morning coffee",1346284800,2012-08-30,2012,8,108,Positive,Negative,0.9934,-0.9934
231240,B003FDC2I2,5,Orgain Creamy Chocolate Fudge,"I tried the Orgain Creamy Chocolate Fudge and was very happy with the taste. I use these as a meal on the go and they have been great. I always keep them refrigerated and pop one in the freezer before I drink it so it can be slightly slushy( if you leave it for too long you might end up needing to squeeze it out of the box though)...I also sometimes blend the shake with a banana, so tasty! It is a little pricey but I have yet to find something less expensive with the same quality and taste. Overall, I was happy enough with them to buy again. I might try the vanilla (because of other positive reviews) but for sure I will order some more chocolate.",1339372800,2012-06-11,2012,6,654,Positive,Positive,0.9902,0.9902
338986,B000HJ7AIY,1,Design Flaw or Launch Failure?,"I must preface my review with the point that I'm not sure if these were out of date; I do not have the best of faith in the seller from whom I bought them. If they were not extremely old, however, I would say they are not very powerful or effective. When I have purchased other moth traps (I have tried four different brands) the pheromone pads always have a distinct odor immediately upon opening the packet of the most effective ones. These exuded no smell whatsoever. Also, the better ones begin catching moths immediately. A moth circled the vicinity of this trap for a good hour without feeling enticed enough to go inside. The next day, not one moth is in the trap. Finally, the sticky surface inside the trap is not the stickiest I've seen and does not cover the entire inside of the trap. Definitely would not recommend.",1231632000,2009-01-11,2009,1,828,Negative,Negative,0.9993,-0.9993
3954,B0001N4886,5,Wonderful tea!!,The packaging is so cute on all of Ashby's teas and the tea is exceptional. I would recommend this tea to anyone.,1195430400,2007-11-19,2007,11,113,Positive,Positive,0.9999,0.9999
23933,B0013NUGDE,5,Great for Dieters,Great for Dieters. Better taste than baked chips. I like these with the regular pop chips for good flavor. Just right on saltiness. Target carries them also but not all flavors.,1308355200,2011-06-18,2011,6,177,Positive,Positive,0.9985,0.9985
495738,B0098WV8F2,3,PB2 may be for you if...,You don't mind losing creaminess along with the fat. It smells great but tastes quite different than my usual natural peanut butter. I do enjoy adding it to protein shakes and in my oatmeal. I just find the texture undesirable as a dip or on a sandwich.,1331856000,2012-03-16,2012,3,253,Neutral,Negative,0.8521,-0.8521
320587,B000RHXGQG,5,Blanched almonds a treat!,"The blanched almonds were everything we had hoped they would be. Fresh-tasting, large, and perfectly blanched. We were able to make our favorite holiday treat using this product.",1331510400,2012-03-12,2012,3,178,Positive,Positive,0.9997,0.9997
96409,B002ZOPTYQ,5,AWESOME!!!!,SUPER FAST SHIPPING!!!!! AMAZING!!!!! I have eaten Blue Plate Mayo for as long as I can remember.... I am so happy I can still enjoy its great taste even here in Virginia.... Thank You Amazon for allowing me to be able to purchase it through you and Thank You Blue Plate company for making it available on amazon now I can continue to have my Mayo of choice!!!,1326844800,2012-01-18,2012,1,360,Positive,Positive,0.9997,0.9997
25738,B0015R9BQG,1,Really terrible! Try another flavor. Don't waste your money!,"I am a big fan of Primal Strips. In fact, I loved the first flavor so much (Texas BBQ) I decided to buy others and really enjoyed it all with the exception of Mesquite Lime. Luckily, this was the last flavor I purchased and I was displeasantly surprised. I had a rough time even swallowing my first bite! Yes, it was that bad. The ""lime"" in this was horridly instense, very vinegar like. It is really all you can taste. So... if you like biting into a meaty-textured product with an overbearing flavor of vinegar, you may probably enjoy this flavor. Otherwise, if you are like me, stick to the other enjoyable, tasty flavors this wonderful vegan product has to offer.",1247702400,2009-07-16,2009,7,667,Negative,Negative,0.5424,-0.5424
505105,B000LKTXIO,5,"makes excellent toast, gluten free","Love this brand of bread. High in fiber, tastes great, makes the best toast. Like the wonderful breads you find in Europe",1246665600,2009-07-04,2009,7,121,Positive,Positive,0.9999,0.9999
24488,B004PEGIJY,5,My new favorite flavor,"I've been a Zevia fan since it came on the market. The grape is the best flavor... it tastes like regular grape soda, not at all diet-like.",1307404800,2011-06-07,2011,6,139,Positive,Positive,0.9979,0.9979
38784,B000EGZ9AG,5,Terrific Rice!,"RiceSelect Organic Texmati has become the rice of choice in this house, and is consumed nearly every day. Wonderfully consistent texture, rich, nutty flavor, and it fluffs nicely. The packaging is convenient (and non-BPA).<br /><br />To the 1-star reviewers, claiming that this product is GMO, 30 seconds of research would have shown you that it is NOT.<br /><br />""...all RiceSelect products are produced from our non-GMO proprietary seed and is grown by our farmers under strict supervision in the United States. This complete control through the production process allows us to ensure that our products will not be co-mingled with other varieties that may have GMO traits.""<br /><br />I love this this rice. Would recommend it to anyone who likes brown rice!",1288137600,2010-10-27,2010,10,761,Positive,Positive,0.9995,0.9995
121913,B003X0TQQS,1,yuck,"We purchased a six box carton of the product. We were very disappointed with the product, as it tastes very stale and does not have the flavor that we remembered. It leaves a dry chalky aftertaste. We are feeding the boxes to the birds.",1326585600,2012-01-15,2012,1,236,Negative,Negative,0.9997,-0.9997
328667,B004BK707Q,5,Delicious!,"I have tried several of the flavors in this oatmeal line, and this chocolate oatmeal and the blueberry muffin flavor are to die for. However, WHY THE HELL IS IT SO EXPENSIVE HERE??? I can get it at Walmart for $1.39 box. I normally think Amazon has great prices, but this is ridiculous.",1331424000,2012-03-11,2012,3,286,Positive,Negative,0.998,-0.998
314805,B003DLJJ7I,2,Small!,"I bet this is the smallest package of chips that you can ever receive. Do NOT be deceived by the images that the seller shows you because the chips can is half the size of your hand! The chips taste OK, not too good.",1301961600,2011-04-05,2011,4,216,Negative,Negative,0.9957,-0.9957
161016,B003OGKCDC,4,"Efagold Organic coconut oil, 32 ounce jar - good stuff","I don't know what effects I will experience, however, it tastes good. It arrived promptly, and I received two 32 ounce jars. I add it to my coffee each morning, and it gives the coffee a very nice rich flavor. I use it on my arms, my legs, my feet. It makes my skin soft, and in particular, my feet feels less dry even after just one application. I think it is better then the moisturing lotions you find in the stores. Amazing, that you can eat this stuff and use it for skincare too.",1338854400,2012-06-05,2012,6,485,Positive,Positive,0.9992,0.9992
39922,B000NKVYL6,3,These aren't very good,I would save your money on these. They look better than they are. Neither my husband nor myself cared for them. Kind of like chewing on a hard waffle. I won't be buying them again.,1350345600,2012-10-16,2012,10,180,Neutral,Negative,0.9997,-0.9997
464928,B000RHUYAM,5,WOW!,"This rice is amazing! It smells like hot buttered popcorn when it's cooking and it tastes so god that it doesn't need any seasoning, sauce or anything else added to it.",1324080000,2011-12-17,2011,12,168,Positive,Positive,0.9992,0.9992
107959,B007TJGY46,4,Strong Rich Coffee,"This coffee will wake you up in the morning. If you like mild coffee, stay away. The package is easy to open and store.",1250726400,2009-08-20,2009,8,119,Positive,Positive,0.9991,0.9991
548030,B007RTR9G0,5,"Another effective, good product.","I love the mild scent and silky feel of this product. I have short, dry hair and live in the southern California desert. I spend a lot of time outside and under the hot desert sun. This product has made a difference; my lackluster, spiky-looking short hair (it isn't supposed to be spiky) is tamed, shiny and smooth without my spending a lot of time with gels and a curling iron. It's a nice product to use and it does as it promises. I'm sure I'll be buying this product in the future.",1341187200,2012-07-02,2012,7,486,Positive,Positive,0.9988,0.9988
15536,B000255OIG,5,Excellent treats,"I have been feeding my greyhounds these treats for years. My hounds can be a little finicky, but they love these treats. They are expensive, relative to other biscuits, but I find they are a good addition to their diet. The treats are easy on the teeth. Since they are protein treat, be careful not to overindulge your pet on a regular basis. They are great treats to take on walks as you can stuff them in your pocket easily. I have found prices can vary from vendor to vendor, so shop around.",1229385600,2008-12-16,2008,12,494,Positive,Positive,0.9992,0.9992
528933,B007NIARRS,1,Taste past-ie,I guess I shouldn't expect much in terms of taste from baby food but my son who was 8 months at the time just didn't like it at all (I bought every flavor and they all taste about the same). I tried it and it taste kinda pasty like flourlish in addition from being bland (the bland part I expect).,1350345600,2012-10-16,2012,10,297,Negative,Negative,0.9937,-0.9937
558590,B0016ODXZ8,5,My cat's favorite.,I have a cat with sugar diabetes and this is the only food he likes that is high in protein. Happy I can purchase it.,1267488000,2010-03-02,2010,3,117,Positive,Negative,0.8374,-0.8374
159057,B000ETTFOY,1,poor packaging,"Amazon's packaging really bad, Frst time I ordered this - no packaging or protection for product, arrived torn all to pieces and product damaged. I called Amazon, said they would send again properly. Same thing the second shipment, no packaging or protection, just thrown in the box, arrived ripped all to pieces, and product all over box. Don't understand Amazon not caring how their product arrives.....",1288483200,2010-10-31,2010,10,405,Negative,Negative,0.9997,-0.9997
272782,B000IEHQV4,1,"VERY flimsy containers, arrived all smashed up","I ordered one of these cases (packages of six) to give as Christmas presents to multiple people. Sadly, upon arrival, every single individual container was smashed open. The external box was not mangled - I have to believe this was a byproduct of the brittle, thin, flimsy individual plastic containers, in combination with having been shipped along with giant cashew tins in a large box with minimal packing materials. Although I think had the container packaging been sturdier this would not have been a problem. In any event, it was a disappointment that none of the packages arrived intact.",1324684800,2011-12-24,2011,12,594,Negative,Negative,0.9996,-0.9996
197192,B000LKXRV8,5,Hill of Beans,"Westbrae Natural Vegetarian Organic Chili Beans are a delicious blend of kidney, black, and pinto beans. They make a colorful blend for chili. I used them in a coffee/cocoa vegan chili from Veg News Magazine (Our big love issue, June 2010) recipe. The beans are rich and flavorful. They're a perfect blend for meatless chilies, or whatever calls for a combination of beans. They'd be great in a vegetarian tamale pie topped with cornbread, or tucked into burritos/enchiladas. Beans are a natural source of protein. They're also superior to most meat substitutes. <a href=""http://www.amazon.com/gp/product/1904456200"">The World in your Kitchen: Vegetarian recipes from Africa, Asia and Latin America for Western kitchens</a> has many bean-based dishes, as does <a href=""http://www.amazon.com/gp/product/140132360X"">Jamie's America: Easy Twists on Great American Classics, and More</a> when Oliver hits the trail in Wyoming, and makes his own twist on fireside chili. Delicious, organic and nutritious!",1299542400,2011-03-08,2011,3,1000,Positive,Positive,0.9996,0.9996
323008,B0007NC134,1,very expensive,Unbleached flour should be no more then $0.50 per pound.<br />Walmart sells gold medal brand for 2.38 per 5 pound bag.,1343606400,2012-07-30,2012,7,118,Negative,Negative,0.9974,-0.9974
288129,B001FA1KLW,5,The Cadillac of Tomato Pastes,"I have several favorite recipes that use tomato paste, but they many of them only use a couple of tablespoon. With canned paste, I usually ended up throwing out the rest of the can after a week in the refrigerator made it taste like the can. I first used Amore paste when I lived in Europe and I loved it. It has a rich tomato flavor, no metal taste from the can and it keeps for weeks in the refrigerator. It's more expensive than the small cans, but considering that I don't throw any away, it's cheaper in the long run.",1236124800,2009-03-04,2009,3,522,Positive,Positive,0.6073,0.6073
268038,B002YR97J2,5,easy filling meal,This stuff makes a great filling meal. I eat a lot of vegetable soup which I really like but it just isn't that filling. Now I just add a cup of tvp to my soup and it becomes a hearty stew. I also like adding this to my pasta sauce. I am vegetarian and I find this a great alternative for meat. The texture is great and if you hydrate this with some type of sauce or bouillon it takes on a great flavor. Super easy to cook with and turns out great.,1329350400,2012-02-16,2012,2,448,Positive,Positive,0.9993,0.9993
53356,B000EMM9YY,5,quick tasty biscuits,"We have now ordered these twice through Amazon, because all of our local grocery stores have stopped carrying this flavor. They are quick to mix up and the honey pieces make them naturally sweet. No other topping needed.",1255824000,2009-10-18,2009,10,220,Positive,Positive,0.9988,0.9988
376610,B00012OI4G,5,Shoyu Sauce,"Have usd this product for many many years when I lived in Hawaii. Finding it through Amazon.com was a surprise - but a very pleasant one. This product is manufactured in Hawaii and the factory does not sell directly to the public and does not have wide continental US distribution. This was so easy and as usual, with amazon.com, a pleasant experience. And SO glad to find one of my favorite cooking items.",1125705600,2005-09-03,2005,9,406,Positive,Positive,0.9979,0.9979
208633,B0001WKFZ2,2,Very Expensive  !!,I think it is Very Expensive !!<br />I can get it at local Indian or Chinese store for $20 in California.,1089676800,2004-07-13,2004,7,105,Negative,Negative,0.9839,-0.9839
72415,B0009J1FTW,3,Illy Espresso,"Trying Illy espresso for the first time I was really looking forward to it, primarily because of all the publicity the company gets. After following the directions in my new espresso maker I pulled the shots and came away disappointed. This is very average espresso.<br /><br />I've been drinking espresso for 20 years and making it at home for the last 6. The crema was below average (very thin) as was the flavor (especially when I paid $11.95 plus shipping for an 8.8 ounce container). I have since pulled other shots with the same result: flavor was not robust and very, very average.",1272672000,2010-05-01,2010,5,588,Neutral,Negative,0.9979,-0.9979
360397,B001SB4WQI,5,Weber Peppercorn Marinade,"This marinade started out from Durkee foods and changed to Weber but the item stayed the same. This is a fantastic steak marinade but becoming harder to find. We do hope that it is not discontinued, that would be a big mistake and we would not purchase any other Weber products and tell our friends to do the same.",1307577600,2011-06-09,2011,6,314,Positive,Negative,0.9392,-0.9392
296693,B007KFHOGG,1,Cocoanut water,"I must say, I am not too thrilled with the taste, but as long as I bought it, I will add a little fruit juice concentrate to it to use it up, ut I probably will not order it again.",1350345600,2012-10-16,2012,10,180,Negative,Negative,0.9956,-0.9956
410331,B000LKVDLO,5,Just like Oreo's,If you miss Oreo's look no further. These are as close as you can get!,1238976000,2009-04-06,2009,4,70,Positive,Positive,0.9996,0.9996
427246,B000HZLPRU,5,Love this Coffee,I bought this coffee for work as we were bored with our current selection and it was a massive hit. It has nice rich flavour with no nasty after taste.,1171238400,2007-02-12,2007,2,151,Positive,Positive,0.9996,0.9996
342532,B001D4CJJ2,5,thumbs up!,"I bought the peanut brittle for my son in Iraq & he says it is good, so I must agree!!",1242691200,2009-05-19,2009,5,86,Positive,Positive,0.9998,0.9998
28670,B003EH6P9Q,2,Watch out for Defective Cups!!,"I LOVE this coffee. Unfortunately, I have a box and a half that will never get used. Why? Because I bought them and 4 out of the first 10 cups used blew open inside my Keurig brewer, blowing hot water and coffee grounds all over the inside of my brewer and all over my countertop.<br /><br />I can't say what the problem was - maybe I just got a bad batch of K-Cups, but for there to be that many defective cups in one box was very odd. I've never, ever had that happen with any other K-Cups by Green Mountain or any other company.<br /><br />Anyone wanna buy a box and a half of these? :-)",1297900800,2011-02-17,2011,2,590,Negative,Negative,0.9977,-0.9977
72975,B002NVJIB6,5,chocolaty treats!,"My grandson made a lot of new little friends with these! He loved them, and his friends loved them as well!! I was tickled to see him so happy to get these addressed to him at his home!",1306713600,2011-05-30,2011,5,185,Positive,Positive,0.9999,0.9999
470231,B0061UQ0G6,5,Good for Iced Tea...,"I just started making iced drinks with my Keurig - based on another review, I tried Tazo Awake for iced tea, and it's great - I use 16ozs. of water per K-Cup - you can make it stronger if you like, of course",1348444800,2012-09-24,2012,9,207,Positive,Positive,0.9983,0.9983
239,B001EO5ZME,5,Great tasting green tea and such a great deal.,"A very delicate green tea with a smooth light taste and an subtle floral tones and no bitter aftertaste.<br /><br />In the 20+ years we have been drinking Ahmad teas not even once have we been disappointed. The superb quality of Ahmad teas has remained consistent throughout the years.<br /><br />I am so happy to find Ahmad teas available here (thanks Amazon!) because only a few stores carry it in my area and they are quite a few miles away. The current deal for the pack of 6 is superb (much cheaper than I can find locally).<br /><br />This is a great tasting tea, which I am happy to recommend.",1330387200,2012-02-28,2012,2,600,Positive,Positive,0.9997,0.9997
239745,B000DZH19K,1,Far from luscious...,"I have eaten other Pamela products and have been really impressed with the quality. I was really disappointed with the luscious chocolate cake mix. It was decent at best when fresh and a few hours later when the cake had cooled down the texture changed and it became really dense and chewy, very unpalatable. I spit out the bite I had taken and threw the rest of the cake away.",1175126400,2007-03-29,2007,3,377,Negative,Negative,0.8387,-0.8387
99473,B001FA1KU8,5,Good & Juicy,"great taste, very juicy. few, if any stems. i usually get the pavich jumbos, but my last batch was a little too dried out.",1184976000,2007-07-21,2007,7,122,Positive,Negative,0.9973,-0.9973
226352,B0001VWGPU,3,Good Flavor but,Reasonably decent flavor but POWDERED herbs do not hold too well in cooking and that very leafy quality does add to the dish.,1206230400,2008-03-23,2008,3,125,Neutral,Positive,0.9911,0.9911
231398,B003FDC2I2,5,Awesome Orgain!,"I saw the Orgain promo at my local vitamin store and asked the sales person about it. After reading the ingredients I decided to try the chocolate. I really liked the taste, the consistency and realized later on that I had no negative side effects afterwards. Sometimes I have difficulty with digestion, burping, bloated feeling. Not with Orgain. I decided to buy a few 12 packs and have my husband try it too. He's 63 years old, I'm 56. If he's in a rush in the morning, he now drinks his Orgain in the car on the way to the city. He's a big guy, 6'3"" and 275 lbs. He agrees that Orgain is a great way to start the day, replace a snack with Orgain, and feel great. I love the 16 grams of protein. I can go for 4 hours and not feel hungry or like I'm running on empty. I know I'm not missing out on important nutrients that can sustain my aging body. Thanks Orgain!",1344211200,2012-08-06,2012,8,865,Positive,Negative,0.816,-0.816
491635,B002GWMD7I,5,Love this coffee!,"After traveling to Costa Rica, our famiy fell in love with Costa Rican coffee. These are the dark beans, which are so full of flavor. So rich and delicious! You have to try it!",1305676800,2011-05-18,2011,5,176,Positive,Positive,0.9999,0.9999
235819,B000YG64DW,5,This is the BEST,"Wow! My friend Tina comes up to me with this herb tea, to which she's added, of all things, SUGAR and CREAM... I was maybe skeptical, but it was delicious. I need to cut the carbs so I substitute Splenda, but it's still excellent. Just try finding it in a store...",1167436800,2006-12-30,2006,12,264,Positive,Positive,0.9997,0.9997
520833,B0009XSXZM,1,Maggots... Seriously.,"The bully sticks were otherwise fine, except the tons of MAGGOTS in the package. Seriously. Gross.<br /><br />I don't know what kind of quality control failure leads to a bunch of maggots eating the bully sticks inside the package, BUT safe to say I now consider this brand to not be of the ""Finest Quality"" they claim to be.<br /><br />Won't be purchasing this brand again. Didn't even bother with a refund.",1283904000,2010-09-08,2010,9,408,Negative,Negative,0.9971,-0.9971
135224,B002910N6Y,3,Good but not great,"They were certainly packed well, with dry ice and all. I don't think they would have thawed out in a month. I've only tried the chocolate peanut butter and it was OK. For the price I was expecting much more. I like it best when almost completely thawed. Then is tastes like a frosty from Wendy's.",1260576000,2009-12-12,2009,12,296,Neutral,Positive,0.9992,0.9992
154927,B000EZOP1G,5,Turkey-licious,This hard to get item is not only tastey but a great<br />snack to control hunger.,1262476800,2010-01-03,2010,1,82,Positive,Positive,0.9927,0.9927
90800,B006G7XV7A,1,"It's not salty, it's salt!","Bought it because it's on sale, but it turned out to be a super disappointment.<br /><br />Like the others said, it's not edible. What I feel is that it's can not be called salty. It's absolute salt!<br /><br />I have to wash it in hot water for 5 minutes and then eat it. What a mess!",1268352000,2010-03-12,2010,3,285,Negative,Negative,0.9997,-0.9997
21326,B002QWP89S,5,My Dogs LOVE Greenies!,My three dogs love Greenies. So much so that they know the exact time every evening they are supposed to get them! They act like kids in a candy store!,1315699200,2011-09-11,2011,9,151,Positive,Positive,0.9486,0.9486
487902,B000R8YIH6,3,Picture from Different Packaging,"I had the same issue as the 1 star reviewer in the similar product:<br /><br />http://www.amazon.com/Mangia-Carmelina-Italian-Tomatoes-28-Ounce/dp/B000R8YIFI/ref=pd_sim_gro_6<br /><br />I feel a bit mislead for the same reason. Let's face it: anyone who thinks they are going to get real San Marzano certified tomatoes at this price is dreaming a bit, but at least change the picture to represent exactly what is being sold.<br /><br />That being said, the tomatoes are Italian organic and are good for still a decent price for organic tomatoes. I bought these for making tomato sauce for Italian Pizza and for pasta and they are actually very good for this.<br /><br />4 stars for the quality, 2 stars for the mis-representation",1301443200,2011-03-30,2011,3,729,Neutral,Negative,0.989,-0.989
93129,B004YV80OE,3,"Ok, but certainly not ""gourmet""","First, I'm not a huge fan of such ""instant"" meals. But. . . Having said that. . . Sometimes you're in the mood for something quick-and-easy. This item is ""okay"". To make it a little better, adding additional veggies really helps. The ""broccoli florets"" are like tiny dried bits of brown paper. If you have some fresh veggies, I would leave the packet of ""broccoli florets"" out completely.",1321747200,2011-11-20,2011,11,388,Neutral,Negative,0.9068,-0.9068
47113,B000E1BLMG,5,Light and Delicious,"Kraft's Jell-O Sugar free instant pudding is a really easy way to make a wonderful dessert! This classic after dinner luxury is a great source of calcium and has no fat, so you don't have to feel guilty eating it. Also its sugar free so anyone that's diabetic can also have this wonderful little bit of heaven. It has this sweet flavor that has been chosen by people everywhere and continues to do so! I recommend it for people of all ages!",1178668800,2007-05-09,2007,5,440,Positive,Positive,0.9997,0.9997
453627,B004VLSULK,4,Yum,I make several batches and freeze them. My 16 month old loves them as well. I make a batch for her using mini muffin pans.,1329264000,2012-02-15,2012,2,122,Positive,Positive,0.9832,0.9832
269777,B0039XA3BG,5,"Good food, competitive price","Our household buys both raw and roasted macadamias and this is our preferred roasted brand, a consistent high quality and a price that I have yet to beat from any reputable vendor.",1335052800,2012-04-22,2012,4,180,Positive,Positive,0.9994,0.9994
271658,B005D0QFJC,5,Great dog food!,My two doxies love this dog food! They both have nice shiny coats and are at a good weight. It doesn't have any ingredients in it that my older Doxie is allergic to so I started them on it about 6 months ago. It's a little pricey but my dogs are worth it. :-),1329177600,2012-02-14,2012,2,259,Positive,Positive,0.9996,0.9996
38638,B001E15QEE,5,Great Product!,"This is a very good natural product for helping with bloating, irregularity, and constipation. It tastes great and works. I was recently told about this product by a person who loves it. I wish I knew about it before now!",1270512000,2010-04-06,2010,4,221,Positive,Positive,0.9997,0.9997
205169,B00384ABOA,4,Nice bags,"Nice bags, good size, good handles for over the shoulder carrying, Velcro tab to roll them up for easy storage. Made of a parachute type material. Not sure how well they hold up to wear and tear but they DO have reinforced seams (called French seams) which should give them added strength. I'll update, IF I run into problems.",1314403200,2011-08-27,2011,8,326,Positive,Positive,0.9905,0.9905
111763,B002OFOJ1K,5,Underrated!,"My grand-daughter turned me on to these snacks on a trip to Oregon. Loved them! So, now they are my favorites for everyday! They fill you up and yet they are so good for you.",1304985600,2011-05-10,2011,5,174,Positive,Positive,0.9999,0.9999
483984,B0009KJTBC,5,original mississippi mud pie's dessert mixes ( 2 large mixes),Recieved the other mississippi mud pie mix wanted to make one before xmas. Made one want to say it is the most delious chcolate mississippi mud pie I and my friends have ever tasted they loved how it was Said it was almost like lava cake. Thank you very much. looking forward on ordering some of your bread since I have your address ( the prepared pantry)It was worth waiting for the one that wasn't shipped. Thanks again.We all loved it.,1292889600,2010-12-21,2010,12,438,Positive,Positive,0.9994,0.9994
138177,B000EYNE6O,3,Let Down,"I love these snacks, I've bought them loose whenever I found them for a ridiculous price because I love them. Then I found them to order on Amazon for a bit of a discount (being bulk).... and I am actually quite disappointed, both boxes I bought are pretty stale, even thought the expiration date is 2013. I can only guess the storage is not good where they are kept through Amazon.<br /><br />The flavor is great still, and they are edible, but this is the last time I purchase them through here.",1302134400,2011-04-07,2011,4,497,Neutral,Negative,0.9972,-0.9972
112517,B003OZX4ME,5,Delicious,"Had this for the first time in NYC and went back to the bagel shop to get it for the rest of the week. It is calorie free, and includes 3% juice. Great strong Grapefruit flavor. Sweetened with Splenda (wish it were Stevia, but hey, nothing's perfect). Nice alternative to a Diet Coke/Pepsi. It reminded me of limonata soda in Italy or Orangina, but with a Grapefruit flavor. I haven't tried the other varieties.",1282262400,2010-08-20,2010,8,411,Positive,Positive,0.998,0.998
